feature_0,feature_1
-0.07535010357854074,-0.21420161852939956
0.20975742654899884,0.1388079739568648
-0.15122404825868868,0.1474092827674484
0.7642002352184828,-0.5933846433178196
0.8024156916930315,-0.7407420226556901
0.23488158436108417,-0.8959614272999205
-0.9068822320382507,0.28391018376638366
-0.1454611376764888,-0.12161299816642902
0.3324067320381051,0.9878626338286165
0.9610149059670061,-0.04219481801719629
-0.6449506826616788,0.7222353591810406
-0.8014925404694176,-0.593456314859793
-0.062040221195120066,-0.0015165670075722656
-0.5749291862939881,-0.8231307720124685
0.10543865377451533,-0.07585000411116617
0.9574527050109322,0.5229403279504723
-0.18376997798061692,0.01976487247268645
-0.22423273309309297,-0.06554627227345963
-0.011330692813632373,0.9865843526163208
-0.6808365629214266,-0.6950317277705387
0.12310125233766431,0.09956814319389523
0.0487622664821566,-0.21239357753360147
-0.9496186411113602,-0.19089944485185978
0.49231154725094295,-0.8696600864835912
-0.21129125984490604,0.28409259200980197
-0.3638302841390154,0.9968007323914543
0.27571396336342585,-0.9767458908705661
0.1903274760562544,-0.16927658086968095
0.39264237589616197,0.8975034121289387
-0.2282561480004356,0.03250044209793243
0.24171766573768821,1.0325365947638203
0.9076881847269507,-0.3723328069437367
4.740477183354935e-05,-0.2615352474953083
-0.9128753529444942,-0.26939599283700405
0.2257365361460112,-0.25109820948532
0.77088564616419,0.5962182216521378
-0.1512497058446865,0.1475530755365833
-0.06866794905895304,0.26027738149371193
-0.31128712713928947,-0.9402096799870364
-0.4001581049464926,0.9320014870281412
0.9935196744818877,-0.18518758673121893
-0.3862956513275385,-0.8832525793028675
0.5825863748198301,0.7363981645797757
0.20617897959580306,-0.08728289391611076
-1.0045980607715719,-0.26218657561863956
-0.7361417389029461,0.7153972947144451
-0.0833466905272868,-0.13362696328017654
-0.9415396176523689,0.04366584845447101
0.02284061060619619,0.12743117810084242
-0.11417606273373784,1.0350887601805325
-1.0776411802407293,0.13128215815910335
0.9798007662763565,0.375745595797641
-0.5658966572575831,0.8019972076587751
0.10359815567338226,-0.9744413638519227
0.52155232992968,0.8975925489443126
-0.1432554078529052,0.01580478232933745
0.757313330960766,0.6763220842205935
-0.0446258096525213,0.09972894037068528
-0.17984836241156063,-0.9830729977213111
-0.02902744035859422,-0.19772183142429414
0.21295213609912128,0.10018203868836144
0.15042820865720022,0.030179764209646704
0.2069733508219872,0.24940549553925606
0.5714954817107842,-0.7344938806738793
0.2157945453576158,0.002964064202659794
-0.06163974807106597,0.1673793172160335
0.7794878695446334,-0.5241215505073474
-0.059263125583722,0.21270409374537788
0.018820303434626765,0.22163730335297865
0.32515219950214214,-0.0751842504452778
-0.17584050199787238,-0.08682079956461694
0.4561280770435039,-0.922272111604657
0.13747182715075357,0.07165410541292304
0.9854030993179439,-0.2461583966190962
0.18284378338052507,-0.07350084485299468
0.09701612915551726,0.11342659370715671
-0.31590341240939146,-0.013400917592143687
-0.5826075002716351,-0.7872837939793315
0.17754935302938135,-0.19091946468776194
0.01987098061096,0.14342731833982028
-0.06383309739187049,0.14045336511890172
-0.06266715638857775,-0.09201919329890584
-0.09613768827713884,-1.0826176412407869
-0.8434668134856644,-0.553548715070417
0.9329514202417567,0.150083016273889
0.18545115149804814,0.015379218666345458
-0.8728891174886722,0.46128323257313725
1.0630605439349605,0.214899650453785
-1.014253787994752,0.22593822846547654
-0.033196184565367964,-0.1698231630954383
-0.014421031013556171,-0.1596641171515038
-0.2254872123448939,0.06390779693414099
-0.03985844847499715,-0.17052272725984877
-0.1470548885538295,-0.13220151868407415
-0.7258285049025349,0.5508234307197177
0.056443675116933205,0.16590043897137452
-0.09561224629579948,0.07465365486984045
-0.22401592465091708,0.9533734050304818
0.10037948987988773,-0.20854083598403356
0.1800004408085607,0.03292673946771475
